event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,location-error-text,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
260308929,true,1994-04-23 22:00:00.000,14.3283729785,45.8891418685,"aa","capture","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308930,true,1994-04-24 16:40:00.000,14.3717452361,45.8707180244,"ia","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308931,true,1994-04-25 14:45:00.000,14.3985172069,45.8665880979,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308932,true,1994-04-26 12:30:00.000,14.4121482528,45.8869491947,"nm","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308933,true,1994-04-28 12:00:00.000,14.4125988361,45.87475943,"ia","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308934,true,1994-04-29 09:30:00.000,14.4047117592,45.8895650575,"ia","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308935,true,1994-05-01 11:30:00.000,14.4115092917,45.8864510248,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308936,true,1994-05-07 17:00:00.000,14.5140544398,45.83632009,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308937,true,1994-05-12 12:00:00.000,14.3762808762,45.8682684589,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308938,true,1994-05-13 19:00:00.000,14.3908708866,45.8591243455,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308939,true,1994-05-16 13:00:00.000,14.3007997542,45.9044977285,"ia","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308940,true,1994-05-18 09:00:00.000,14.2817647509,45.9313730575,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308941,true,1994-05-21 16:30:00.000,14.2948921577,45.9130093467,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308942,true,1994-05-24 14:00:00.000,14.4033059197,45.8704372978,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308943,true,1994-05-29 09:30:00.000,14.4078854526,45.8697862803,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308944,true,1994-06-03 14:30:00.000,14.3466500911,45.8413341539,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308945,true,1994-06-05 14:45:00.000,14.3494120156,45.8804906939,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308946,true,1994-06-08 17:30:00.000,14.4132073694,45.8781367516,"aa","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308947,true,1994-06-10 13:30:00.000,14.3781709671,45.9008959383,"aa","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308948,true,1994-06-13 15:40:00.000,14.3475287955,45.848762447,"aa","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308949,true,1994-06-16 19:30:00.000,14.388014229,45.8260417717,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308950,true,1994-06-18 18:00:00.000,14.2806992478,45.9140456135,"nm","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308951,true,1994-06-19 16:30:00.000,14.2811142547,45.9318188559,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308952,true,1994-06-20 18:00:00.000,14.2823746225,45.9340762208,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308953,true,1994-06-21 12:20:00.000,14.36342563,45.8942913255,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308954,true,1994-06-22 19:30:00.000,14.2953937049,45.8988408843,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308955,true,1994-06-23 12:40:00.000,14.3442545972,45.8534675991,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308956,true,1994-06-25 13:30:00.000,14.3475314255,45.8485375145,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308957,true,1994-06-29 14:45:00.000,14.3945973447,45.8717411697,"aa","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308958,true,1994-06-30 13:30:00.000,14.4010374407,45.8717751088,"aa","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308959,true,1994-07-05 16:00:00.000,14.3722596592,45.8536248843,"nm","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308960,true,1994-07-06 14:15:00.000,14.3729472162,45.8783728062,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308961,true,1994-07-09 13:00:00.000,14.3719582838,45.8803918915,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308962,true,1994-07-12 12:00:00.000,14.3327461134,45.873646198,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308963,true,1994-07-13 08:45:00.000,14.3167767262,45.915391739,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308964,true,1994-07-16 14:00:00.000,14.3506897441,45.8813977465,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308965,true,1994-07-19 11:45:00.000,14.3231807527,45.9188040216,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308966,true,1994-07-20 17:30:00.000,14.3321330443,45.8979367917,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308967,true,1994-07-21 12:00:00.000,14.3391783546,45.8743584173,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308968,true,1994-07-22 13:30:00.000,14.373073688,45.867126174,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308969,true,1994-07-25 12:30:00.000,14.3239970195,45.8515499685,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308970,true,1994-07-27 12:15:00.000,14.3397986265,45.8491679393,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308971,true,1994-07-28 17:00:00.000,14.3822440555,45.8822475308,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308972,true,1994-07-30 11:30:00.000,14.3877389219,45.8804775357,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308973,true,1994-07-31 15:55:00.000,14.4244928085,45.8768444698,"aa","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308974,true,1994-08-02 09:30:00.000,14.3990161098,45.850169588,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308975,true,1994-08-05 13:30:00.000,14.3736923788,45.8693790338,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308976,true,1994-08-06 14:00:00.000,14.3719962958,45.877017906,"ai","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308977,true,1994-08-07 15:15:00.000,14.3119264533,45.8645248556,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308978,true,1994-08-10 08:50:00.000,14.3339884808,45.8774775359,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308979,true,1994-08-12 08:20:00.000,14.3678098613,45.876994821,"nm","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308980,true,1994-08-14 18:30:00.000,14.3154877187,45.9153840248,"aa","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308981,true,1994-08-16 10:35:00.000,14.3676689503,45.8610228273,"ia","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308982,true,1994-08-18 17:15:00.000,14.3966023935,45.8650033752,"ii","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308983,true,1994-08-19 12:40:00.000,14.3706649925,45.8808346684,"ii","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308984,true,1994-08-21 11:25:00.000,14.373928498,45.8770285089,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308985,true,1994-08-26 15:45:00.000,14.4080929049,45.8745112317,"ii","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308986,true,1994-08-29 16:00:00.000,14.376615432,45.867145551,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308987,true,1994-08-30 17:50:00.000,14.3936729119,45.8679121758,"ii","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308988,true,1994-09-05 14:45:00.000,14.3947072173,45.8616191487,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308989,true,1994-09-08 14:00:00.000,14.4036495676,45.8684145722,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308990,true,1994-09-09 12:10:00.000,14.3987518734,45.8746874096,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308991,true,1994-09-14 09:20:00.000,14.4096101094,45.8832919841,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308992,true,1994-09-19 11:10:00.000,14.4113724872,45.8689045099,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308993,true,1994-09-21 09:30:00.000,14.413917667,45.871841898,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308994,true,1994-09-22 12:40:00.000,14.4107142468,45.8702507968,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308995,true,1994-09-24 14:00:00.000,14.3588717678,45.8980899417,"ai","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308996,true,1994-09-26 15:20:00.000,14.4090685054,45.8736164954,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308997,true,1994-09-27 15:30:00.000,14.4073843044,45.8805811089,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308998,true,1994-10-04 10:50:00.000,14.4055934712,45.8672999674,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260308999,true,1994-10-06 12:10:00.000,14.4020372268,45.8686310928,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309000,true,1994-10-10 11:50:00.000,14.376987665,45.8626486446,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309001,true,1994-10-11 12:40:00.000,14.3985099288,45.8672628998,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309002,true,1994-10-13 13:20:00.000,14.4004708203,45.8645738438,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309003,true,1994-10-14 15:15:00.000,14.4106738315,45.8740746789,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309004,true,1994-10-15 14:20:00.000,14.4058866938,45.8700008521,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309005,true,1994-10-16 10:00:00.000,14.4042334586,45.8740412817,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309006,true,1994-10-17 10:00:00.000,14.4026089061,45.8753824785,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309007,true,1994-10-18 12:00:00.000,14.4054855532,45.8774219985,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309008,true,1994-10-19 14:35:00.000,14.398490519,45.869062371,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309009,true,1994-10-20 13:40:00.000,14.381514935,45.8608736635,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309010,true,1994-10-22 14:40:00.000,14.399451642,45.8695173196,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309011,true,1994-10-26 11:19:00.000,14.4026884289,45.8679596587,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309012,true,1994-10-29 13:35:00.000,14.3143981241,45.8991814344,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309013,true,1994-10-30 13:30:00.000,14.3889195854,45.8609135028,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309014,true,1994-10-31 09:25:00.000,14.3965488471,45.8699519198,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309015,true,1994-11-01 11:00:00.000,14.3984759605,45.870411974,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309016,true,1994-11-02 13:30:00.000,14.4040965318,45.856719666,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309017,true,1994-11-03 09:40:00.000,14.3971928358,45.869955319,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309018,true,1994-11-04 13:45:00.000,14.4026739725,45.8693092631,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309019,true,1994-11-13 13:50:00.000,14.4039739576,45.8681913181,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309020,true,1994-11-14 07:30:00.000,14.4005505976,45.8571510128,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309021,true,1994-11-18 13:00:00.000,14.4039739576,45.8681913181,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309022,true,1994-11-19 13:00:00.000,14.4004345475,45.8679478547,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309023,true,1994-11-21 09:50:00.000,14.4004635662,45.8652486462,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309024,true,1994-11-22 12:20:00.000,14.4020324028,45.8690809608,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309025,true,1994-11-24 09:50:00.000,14.4020299907,45.8693058949,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309026,true,1994-11-28 07:45:00.000,14.4036399455,45.8693143086,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309027,true,1994-12-07 14:20:00.000,14.4033155476,45.8695375617,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309028,true,1995-01-12 12:40:00.000,14.4036351343,45.8697641767,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309029,true,1995-01-18 14:10:00.000,14.4036423511,45.8690893745,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309030,true,1995-01-26 13:50:00.000,14.4036206999,45.8711137808,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309031,true,1995-02-03 07:50:00.000,14.4039499147,45.8704406589,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309032,true,1995-03-13 09:00:00.000,14.4039499147,45.8704406589,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309033,true,1995-03-31 11:00:00.000,14.4074584248,45.8736081576,"ii","","1","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309034,true,1995-04-02 11:00:00.000,14.4074584248,45.8736081576,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309035,true,1995-04-06 11:00:00.000,14.4074584248,45.8736081576,"ii","Orca film saá in der Nhe","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309036,true,1995-04-07 11:00:00.000,14.4074584248,45.8736081576,"ii","orcas saáen in der Nhe","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309037,true,1995-04-08 12:30:00.000,14.4074584248,45.8736081576,"ii","orca","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309038,true,1995-04-10 13:00:00.000,14.4074584248,45.8736081576,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309039,true,1995-04-11 13:00:00.000,14.4074584248,45.8736081576,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309040,true,1995-04-21 07:00:00.000,14.4074584248,45.8736081576,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309041,true,1995-04-24 07:00:00.000,14.4004490574,45.8665982506,"nm","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309042,true,1995-04-25 08:50:00.000,14.4004514756,45.8663733165,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309043,true,1995-04-26 07:00:00.000,14.4004514756,45.8663733165,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309044,true,1995-04-27 07:00:00.000,14.4004514756,45.8663733165,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309045,true,1995-04-28 17:00:00.000,14.386646207,45.8627008979,"aa","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309046,true,1995-04-29 11:00:00.000,14.3884989988,45.8699091244,"nm","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309047,true,1995-05-02 14:00:00.000,14.3841366755,45.8858568841,"nm","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309048,true,1995-05-05 11:40:00.000,14.3857247892,45.887889946,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309049,true,1995-05-10 16:20:00.000,14.3912741546,45.8811712617,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309050,true,1995-05-15 14:50:00.000,14.3764368342,45.8831157728,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309051,true,1995-05-16 13:30:00.000,14.3835994737,45.8761813015,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309052,true,1995-05-17 09:20:00.000,14.3848627723,45.8784375725,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309053,true,1995-05-19 13:20:00.000,14.3842236565,45.8779842376,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309054,true,1995-05-20 11:00:00.000,14.3842286258,45.8775343717,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309055,true,1995-05-21 20:30:00.000,14.388098014,45.8771052651,"nm","hert her snobbing","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309056,true,1995-05-23 09:15:00.000,14.3839264746,45.8757331722,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309057,true,1995-05-24 14:30:00.000,14.3816049178,45.8817941814,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309058,true,1995-05-30 08:15:00.000,14.384208748,45.8793338349,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309059,true,1995-05-31 12:20:00.000,14.3816697921,45.8759459294,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309060,true,1995-06-02 10:10:00.000,14.3825461853,45.8840487327,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309061,true,1995-06-06 15:15:00.000,14.3839065884,45.8775326358,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309062,true,1995-06-07 14:15:00.000,14.3839065884,45.8775326358,"ii","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309063,true,1995-06-08 10:25:00.000,14.3834725975,45.8876528708,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309064,true,1995-06-09 19:30:00.000,14.3835795767,45.8779807649,"aa","seems to go down and N","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309065,true,1995-06-11 14:45:00.000,14.3886088588,45.8892550888,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309066,true,1995-06-13 17:00:00.000,14.384208748,45.8793338349,"nm","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309067,true,1995-06-27 18:45:00.000,14.3103623424,45.9128788128,"nm","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309068,true,1995-06-28 17:00:00.000,14.3151211923,45.9189809465,"aa","","0","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309069,true,1995-06-29 14:30:00.000,14.3174267457,45.9149457337,"aa","Maja at location where ancka was 2 hours before","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309070,true,1995-07-05 14:30:00.000,14.2883439235,45.9210667702,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309071,true,1995-07-07 09:20:00.000,14.3293499961,45.915016332,"ii","possibly disturbed by car","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309072,true,1995-07-11 14:30:00.000,14.2793840791,45.9160618324,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309073,true,1995-07-13 13:30:00.000,14.2907788744,45.9323291351,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309074,true,1995-07-15 11:30:00.000,14.2909966766,45.9152346936,"ii","collar picked up next to deer trail - shit","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309075,true,1998-04-10 22:35:00.000,14.3195031938,45.9032609688,"aa","capture","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309076,true,1998-04-13 17:10:00.000,14.2900997389,45.9350242493,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309077,true,1998-04-15 12:00:00.000,14.2884293773,45.863931052,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309078,true,1998-04-16 11:00:00.000,14.2735258353,45.8710355692,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309079,true,1998-04-17 15:50:00.000,14.2738478278,45.8710376159,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309080,true,1998-04-18 11:45:00.000,14.2754636365,45.8705979794,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309081,true,1998-04-19 10:55:00.000,14.2829417293,45.8650214812,"nm","1700: same as before","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309082,true,1998-04-19 14:30:00.000,14.2864631296,45.8666181536,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309083,true,1998-04-22 10:40:00.000,14.3031788867,45.8946146561,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309084,true,1998-04-23 10:15:00.000,14.2936318988,45.8599142849,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309085,true,1998-04-27 18:00:00.000,14.3637220741,45.896542433,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309086,true,1998-04-29 17:45:00.000,14.2849848956,45.8814553881,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309087,true,1998-05-02 10:00:00.000,14.2973010966,45.9008771399,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309088,true,1998-05-03 09:00:00.000,14.3010279902,45.8965810419,"ii","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309089,true,1998-05-04 09:45:00.000,14.2794692824,45.8845699889,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309090,true,1998-05-05 12:40:00.000,14.3241857992,45.915660742,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309091,true,1998-05-06 11:30:00.000,14.2884499536,45.8875505647,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309092,true,1998-05-08 13:00:00.000,14.2741581081,45.8719393741,"ii","","0","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
260309093,true,1998-05-11 13:10:00.000,14.2926479323,45.9120956964,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999"
