"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SIE00115176","2009-02-03","46.2","15.2","242.0","CELJE MEDLOG, SI","   74",",,E","   23",",,E","   -6",",,E"
"SIE00115176","2009-02-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   59",",,E","  -15",",,E"
"SIE00115176","2009-02-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  100",",,E","  -25",",,E"
"SIE00115176","2009-02-06","46.2","15.2","242.0","CELJE MEDLOG, SI","   38",",,E","  130",",,E","   24",",,E"
"SIE00115176","2009-02-07","46.2","15.2","242.0","CELJE MEDLOG, SI","  120",",,E","   98",",,E","   25",",,E"
"SIE00115176","2009-02-08","46.2","15.2","242.0","CELJE MEDLOG, SI","   81",",,E","   70",",,E","   34",",,E"
"SIE00115176","2009-02-09","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   92",",,E","  -13",",,E"
"SIE00115176","2009-02-10","46.2","15.2","242.0","CELJE MEDLOG, SI","   16",",,E","   80",",,E","  -31",",,E"
"SIE00115176","2009-02-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   83",",,E","   22",",,E"
"SIE00115176","2009-02-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   77",",,E","  -50",",,E"
"SIE00115176","2009-02-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   52",",,E","  -41",",,E"
"SIE00115176","2009-02-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   50",",,E","  -30",",,E"
"SIE00115176","2009-02-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   55",",,E","  -42",",,E"
"SIE00115176","2009-02-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   46",",,E","  -50",",,E"
"SIE00115176","2009-02-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","   70",",,E","  -26",",,E"
"SIE00115176","2009-02-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   38",",,E","  -95",",,E"
"SIE00115176","2009-02-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   25",",,E","  -83",",,E"
"SIE00115176","2009-02-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   52",",,E","  -81",",,E"
"SIE00115176","2009-02-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","   87",",,E","  -60",",,E"
"SIE00115176","2009-02-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","   21",",,E","  -10",",,E"
"SIE00115176","2009-02-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","   69",",,E","  -18",",,E"
"SIE00115176","2009-02-24","46.2","15.2","242.0","CELJE MEDLOG, SI","   17",",,E","   27",",,E","  -24",",,E"
"SIE00115176","2009-02-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   73",",,E","  -24",",,E"
"SIE00115176","2009-02-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  105",",,E","  -46",",,E"
"SIE00115176","2009-02-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  138",",,E","  -34",",,E"
"SIE00115176","2009-02-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  157",",,E","  -25",",,E"
"SIE00115176","2009-03-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  144",",,E","  -23",",,E"
"SIE00115176","2009-03-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  102",",,E","   12",",,E"
"SIE00115176","2009-03-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","  100",",,E","   50",",,E"
"SIE00115176","2009-03-04","46.2","15.2","242.0","CELJE MEDLOG, SI","   56",",,E","   93",",,E","   37",",,E"
"SIE00115176","2009-03-05","46.2","15.2","242.0","CELJE MEDLOG, SI","  235",",,E","   82",",,E","   57",",,E"
"SIE00115176","2009-03-06","46.2","15.2","242.0","CELJE MEDLOG, SI","   22",",,E","  127",",,E","   28",",,E"
"SIE00115176","2009-03-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  114",",,E","    9",",,E"
"SIE00115176","2009-03-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  155",",,E","    5",",,E"
"SIE00115176","2009-03-09","46.2","15.2","242.0","CELJE MEDLOG, SI","   48",",,E","   67",",,E","  -18",",,E"
"SIE00115176","2009-03-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  130",",,E","  -40",",,E"
"SIE00115176","2009-03-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  137",",,E","   46",",,E"
"SIE00115176","2009-03-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  124",",,E","  -35",",,E"
"SIE00115176","2009-03-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  140",",,E","  -10",",,E"
"SIE00115176","2009-03-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  160",",,E","  -35",",,E"
"SIE00115176","2009-03-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  139",",,E","    5",",,E"
"SIE00115176","2009-03-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  149",",,E","  -29",",,E"
"SIE00115176","2009-03-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  129",",,E","   -8",",,E"
"SIE00115176","2009-03-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  145",",,E","  -35",",,E"
"SIE00115176","2009-03-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    5",",,E","   99",",,E","  -35",",,E"
"SIE00115176","2009-03-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   50",",,E","  -41",",,E"
"SIE00115176","2009-03-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   78",",,E","    0",",,E"
"SIE00115176","2009-03-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  137",",,E","  -76",",,E"
"SIE00115176","2009-03-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  162",",,E","  -38",",,E"
"SIE00115176","2009-03-24","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   99",",,E","   14",",,E"
"SIE00115176","2009-03-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   66",",,E","  -56",",,E"
"SIE00115176","2009-03-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  135",",,E","  -39",",,E"
"SIE00115176","2009-03-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    2",",,E","  152",",,E","  -28",",,E"
"SIE00115176","2009-03-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  137",",,E","   75",",,E"
"SIE00115176","2009-03-29","46.2","15.2","242.0","CELJE MEDLOG, SI","  637",",,E","  120",",,E","   78",",,E"
"SIE00115176","2009-03-30","46.2","15.2","242.0","CELJE MEDLOG, SI","   94",",,E","   90",",,E","   50",",,E"
"SIE00115176","2009-03-31","46.2","15.2","242.0","CELJE MEDLOG, SI","   55",",,E","  107",",,E","   58",",,E"
"SIE00115176","2009-04-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  123",",,E","   65",",,E"
"SIE00115176","2009-04-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","  160",",,E","   92",",,E"
"SIE00115176","2009-04-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  167",",,E","   91",",,E"
"SIE00115176","2009-04-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  212",",,E","   65",",,E"
"SIE00115176","2009-04-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  225",",,E","   39",",,E"
"SIE00115176","2009-04-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  225",",,E","   40",",,E"
"SIE00115176","2009-04-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  235",",,E","   36",",,E"
"SIE00115176","2009-04-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  239",",,E","   32",",,E"
"SIE00115176","2009-04-09","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  237",",,E","   60",",,E"
"SIE00115176","2009-04-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  233",",,E","   34",",,E"
"SIE00115176","2009-04-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  230",",,E","   30",",,E"
"SIE00115176","2009-04-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  234",",,E","   35",",,E"
"SIE00115176","2009-04-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  206",",,E","   36",",,E"
"SIE00115176","2009-04-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    6",",,E","  215",",,E","   30",",,E"
"SIE00115176","2009-04-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  226",",,E","   20",",,E"
"SIE00115176","2009-04-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    7",",,E","  218",",,E","   32",",,E"
"SIE00115176","2009-04-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  189",",,E","   99",",,E"
"SIE00115176","2009-04-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  192",",,E","   57",",,E"
"SIE00115176","2009-04-19","46.2","15.2","242.0","CELJE MEDLOG, SI","   63",",,E","  141",",,E","   60",",,E"
"SIE00115176","2009-04-20","46.2","15.2","242.0","CELJE MEDLOG, SI","   84",",,E","  184",",,E","  105",",,E"
"SIE00115176","2009-04-21","46.2","15.2","242.0","CELJE MEDLOG, SI","   48",",,E","  168",",,E","   92",",,E"
"SIE00115176","2009-04-22","46.2","15.2","242.0","CELJE MEDLOG, SI","   56",",,E","  207",",,E","   26",",,E"
"SIE00115176","2009-04-23","46.2","15.2","242.0","CELJE MEDLOG, SI","  266",",,E","  101",",,E","   62",",,E"
"SIE00115176","2009-04-24","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  162",",,E","   60",",,E"
"SIE00115176","2009-04-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  205",",,E","   46",",,E"
"SIE00115176","2009-04-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  190",",,E","   50",",,E"
"SIE00115176","2009-04-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  213",",,E","   96",",,E"
"SIE00115176","2009-04-28","46.2","15.2","242.0","CELJE MEDLOG, SI","   98",",,E","  170",",,E","  111",",,E"
"SIE00115176","2009-04-29","46.2","15.2","242.0","CELJE MEDLOG, SI","   51",",,E","  144",",,E","   94",",,E"
"SIE00115176","2009-04-30","46.2","15.2","242.0","CELJE MEDLOG, SI","   55",",,E","  169",",,E","   85",",,E"
"SIE00115176","2009-05-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  230",",,E","   95",",,E"
"SIE00115176","2009-05-02","46.2","15.2","242.0","CELJE MEDLOG, SI","   22",",,E","  171",",,E","   74",",,E"
"SIE00115176","2009-05-03","46.2","15.2","242.0","CELJE MEDLOG, SI","   10",",,E","  192",",,E","   76",",,E"
"SIE00115176","2009-05-04","46.2","15.2","242.0","CELJE MEDLOG, SI","   10",",,E","  208",",,E","   47",",,E"
"SIE00115176","2009-05-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  180",",,E","   86",",,E"
"SIE00115176","2009-05-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  204",",,E","   56",",,E"
"SIE00115176","2009-05-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  241",",,E","  100",",,E"
"SIE00115176","2009-05-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  252",",,E","   70",",,E"
"SIE00115176","2009-05-09","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  249",",,E","  105",",,E"
"SIE00115176","2009-05-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  272",",,E","   94",",,E"
"SIE00115176","2009-05-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  264",",,E","   98",",,E"
"SIE00115176","2009-05-12","46.2","15.2","242.0","CELJE MEDLOG, SI","   35",",,E","  264",",,E","  108",",,E"
"SIE00115176","2009-05-13","46.2","15.2","242.0","CELJE MEDLOG, SI","   23",",,E","  188",",,E","  121",",,E"
"SIE00115176","2009-05-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  224",",,E","  125",",,E"
"SIE00115176","2009-05-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  218",",,E","  130",",,E"
"SIE00115176","2009-05-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  257",",,E","  116",",,E"
"SIE00115176","2009-05-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  264",",,E","   88",",,E"
"SIE00115176","2009-05-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  287",",,E","  116",",,E"
"SIE00115176","2009-05-19","46.2","15.2","242.0","CELJE MEDLOG, SI","  366",",,E","  265",",,E","  130",",,E"
"SIE00115176","2009-05-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  250",",,E","  151",",,E"
"SIE00115176","2009-05-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  271",",,E","  105",",,E"
"SIE00115176","2009-05-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  293",",,E","  126",",,E"
"SIE00115176","2009-05-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  273",",,E","  120",",,E"
"SIE00115176","2009-05-24","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  253",",,E","  164",",,E"
"SIE00115176","2009-05-25","46.2","15.2","242.0","CELJE MEDLOG, SI","   11",",,E","  310",",,E","  144",",,E"
"SIE00115176","2009-05-26","46.2","15.2","242.0","CELJE MEDLOG, SI","   68",",,E","  303",",,E","  136",",,E"
"SIE00115176","2009-05-27","46.2","15.2","242.0","CELJE MEDLOG, SI","  128",",,E","  243",",,E","  118",",,E"
"SIE00115176","2009-05-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    7",",,E","  222",",,E","  102",",,E"
"SIE00115176","2009-05-29","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  194",",,E","   97",",,E"
"SIE00115176","2009-05-30","46.2","15.2","242.0","CELJE MEDLOG, SI","   61",",,E","  152",",,E","   60",",,E"
"SIE00115176","2009-05-31","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  194",",,E","   80",",,E"
"SIE00115176","2009-06-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  210",",,E","   62",",,E"
"SIE00115176","2009-06-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  215",",,E","   75",",,E"
"SIE00115176","2009-06-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  258",",,E","   88",",,E"
"SIE00115176","2009-06-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  197",",,E","  117",",,E"
"SIE00115176","2009-06-05","46.2","15.2","242.0","CELJE MEDLOG, SI","   40",",,E","  192",",,E","   91",",,E"
"SIE00115176","2009-06-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  264",",,E","  130",",,E"
"SIE00115176","2009-06-07","46.2","15.2","242.0","CELJE MEDLOG, SI","  163",",,E","  219",",,E","  125",",,E"
"SIE00115176","2009-06-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","  239",",,E","   92",",,E"
"SIE00115176","2009-06-09","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  260",",,E","  102",",,E"
"SIE00115176","2009-06-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  257",",,E","  114",",,E"
"SIE00115176","2009-06-11","46.2","15.2","242.0","CELJE MEDLOG, SI","   50",",,E","  257",",,E","  100",",,E"
"SIE00115176","2009-06-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    8",",,E","  236",",,E","  120",",,E"
"SIE00115176","2009-06-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  250",",,E","  120",",,E"
"SIE00115176","2009-06-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  296",",,E","  105",",,E"
"SIE00115176","2009-06-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  298",",,E","  163",",,E"
"SIE00115176","2009-06-16","46.2","15.2","242.0","CELJE MEDLOG, SI","  224",",,E","  308",",,E","  184",",,E"
"SIE00115176","2009-06-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  232",",,E","  142",",,E"
"SIE00115176","2009-06-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  284",",,E","  100",",,E"
"SIE00115176","2009-06-19","46.2","15.2","242.0","CELJE MEDLOG, SI","  135",",,E","  310",",,E","  120",",,E"
"SIE00115176","2009-06-20","46.2","15.2","242.0","CELJE MEDLOG, SI","  211",",,E","  217",",,E","  115",",,E"
"SIE00115176","2009-06-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  221",",,E","  105",",,E"
"SIE00115176","2009-06-22","46.2","15.2","242.0","CELJE MEDLOG, SI","   25",",,E","  165",",,E","  107",",,E"
"SIE00115176","2009-06-23","46.2","15.2","242.0","CELJE MEDLOG, SI","  282",",,E","  144",",,E","  108",",,E"
"SIE00115176","2009-06-24","46.2","15.2","242.0","CELJE MEDLOG, SI","   92",",,E","  175",",,E","  125",",,E"
"SIE00115176","2009-06-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    2",",,E","  240",",,E","  140",",,E"
"SIE00115176","2009-06-26","46.2","15.2","242.0","CELJE MEDLOG, SI","   52",",,E","  270",",,E","  114",",,E"
"SIE00115176","2009-06-27","46.2","15.2","242.0","CELJE MEDLOG, SI","   14",",,E","  250",",,E","  145",",,E"
"SIE00115176","2009-06-28","46.2","15.2","242.0","CELJE MEDLOG, SI","  111",",,E","  225",",,E","  155",",,E"
"SIE00115176","2009-06-29","46.2","15.2","242.0","CELJE MEDLOG, SI","   97",",,E","  247",",,E","  170",",,E"
"SIE00115176","2009-06-30","46.2","15.2","242.0","CELJE MEDLOG, SI","    9",",,E","  264",",,E","  142",",,E"
"SIE00115176","2009-07-01","46.2","15.2","242.0","CELJE MEDLOG, SI","   28",",,E","  273",",,E","  169",",,E"
"SIE00115176","2009-07-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  283",",,E","  150",",,E"
"SIE00115176","2009-07-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    8",",,E","  274",",,E","  145",",,E"
"SIE00115176","2009-07-04","46.2","15.2","242.0","CELJE MEDLOG, SI","   46",",,E","  275",",,E","  171",",,E"
"SIE00115176","2009-07-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  285",",,E","  151",",,E"
"SIE00115176","2009-07-06","46.2","15.2","242.0","CELJE MEDLOG, SI","   25",",,E","  280",",,E","  145",",,E"
"SIE00115176","2009-07-07","46.2","15.2","242.0","CELJE MEDLOG, SI","  311",",,E","  250",",,E","  150",",,E"
"SIE00115176","2009-07-08","46.2","15.2","242.0","CELJE MEDLOG, SI","   45",",,E","  185",",,E","  129",",,E"
"SIE00115176","2009-07-09","46.2","15.2","242.0","CELJE MEDLOG, SI","  192",",,E","  226",",,E","  104",",,E"
"SIE00115176","2009-07-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    6",",,E","  180",",,E","  126",",,E"
"SIE00115176","2009-07-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  235",",,E","   84",",,E"
"SIE00115176","2009-07-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  264",",,E","   88",",,E"
"SIE00115176","2009-07-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  294",",,E","  120",",,E"
"SIE00115176","2009-07-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  299",",,E","  135",",,E"
"SIE00115176","2009-07-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  325",",,E","  174",",,E"
"SIE00115176","2009-07-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  313",",,E","  164",",,E"
"SIE00115176","2009-07-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  314",",,E","  152",",,E"
"SIE00115176","2009-07-18","46.2","15.2","242.0","CELJE MEDLOG, SI","  238",",,E","  220",",,E","  131",",,E"
"SIE00115176","2009-07-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  256",",,E","   84",",,E"
"SIE00115176","2009-07-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  273",",,E","  105",",,E"
"SIE00115176","2009-07-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  298",",,E","  120",",,E"
"SIE00115176","2009-07-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  302",",,E","  139",",,E"
"SIE00115176","2009-07-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  319",",,E","  184",",,E"
"SIE00115176","2009-07-24","46.2","15.2","242.0","CELJE MEDLOG, SI","   18",",,E","  314",",,E","  146",",,E"
"SIE00115176","2009-07-25","46.2","15.2","242.0","CELJE MEDLOG, SI","   16",",,E","  254",",,E","  155",",,E"
"SIE00115176","2009-07-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  249",",,E","  100",",,E"
"SIE00115176","2009-07-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  284",",,E","   94",",,E"
"SIE00115176","2009-07-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  275",",,E","  115",",,E"
"SIE00115176","2009-07-29","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  290",",,E","  130",",,E"
"SIE00115176","2009-07-30","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  318",",,E","  132",",,E"
"SIE00115176","2009-07-31","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  279",",,E","  180",",,E"
"SIE00115176","2009-08-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  309",",,E","  139",",,E"
"SIE00115176","2009-08-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  332",",,E","  149",",,E"
"SIE00115176","2009-08-03","46.2","15.2","242.0","CELJE MEDLOG, SI","  558",",,E","  290",",,E","  146",",,E"
"SIE00115176","2009-08-04","46.2","15.2","242.0","CELJE MEDLOG, SI","   79",",,E","  196",",,E","  166",",,E"
"SIE00115176","2009-08-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  253",",,E","  157",",,E"
