"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SIE00115176","2013-05-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  207",",,E","   98",",,E"
"SIE00115176","2013-05-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  210",",,E","   85",",,E"
"SIE00115176","2013-05-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  225",",,E","   71",",,E"
"SIE00115176","2013-05-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    9",",,E","  164",",,E","  110",",,E"
"SIE00115176","2013-05-24","46.2","15.2","242.0","CELJE MEDLOG, SI","   53",",,E","  128",",,E","   80",",,E"
"SIE00115176","2013-05-25","46.2","15.2","242.0","CELJE MEDLOG, SI","   59",",,E","  129",",,E","   77",",,E"
"SIE00115176","2013-05-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    5",",,E","  171",",,E","   80",",,E"
"SIE00115176","2013-05-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  206",",,E","   90",",,E"
"SIE00115176","2013-05-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  217",",,E","  117",",,E"
"SIE00115176","2013-05-29","46.2","15.2","242.0","CELJE MEDLOG, SI","   52",",,E","  210",",,E","   80",",,E"
"SIE00115176","2013-05-30","46.2","15.2","242.0","CELJE MEDLOG, SI","  163",",,E","  140",",,E","   91",",,E"
"SIE00115176","2013-05-31","46.2","15.2","242.0","CELJE MEDLOG, SI","   76",",,E","  140",",,E","   80",",,E"
"SIE00115176","2013-06-01","46.2","15.2","242.0","CELJE MEDLOG, SI","   47",",,E","  189",",,E","   94",",,E"
"SIE00115176","2013-06-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    9",",,E","  186",",,E","  106",",,E"
"SIE00115176","2013-06-03","46.2","15.2","242.0","CELJE MEDLOG, SI","   12",",,E","  208",",,E","   80",",,E"
"SIE00115176","2013-06-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  190",",,E","  103",",,E"
"SIE00115176","2013-06-05","46.2","15.2","242.0","CELJE MEDLOG, SI","   35",",,E","  223",",,E","  121",",,E"
"SIE00115176","2013-06-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  233",",,E","  110",",,E"
"SIE00115176","2013-06-07","46.2","15.2","242.0","CELJE MEDLOG, SI","   96",",,E","  240",",,E","  108",",,E"
"SIE00115176","2013-06-08","46.2","15.2","242.0","CELJE MEDLOG, SI","   83",",,E","  264",",,E","  105",",,E"
"SIE00115176","2013-06-09","46.2","15.2","242.0","CELJE MEDLOG, SI","   20",",,E","  272",",,E","  104",",,E"
"SIE00115176","2013-06-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    9",",,E","  233",",,E","  138",",,E"
"SIE00115176","2013-06-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    6",",,E","  229",",,E","  134",",,E"
"SIE00115176","2013-06-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  250",",,E","   95",",,E"
"SIE00115176","2013-06-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  266",",,E","   84",",,E"
"SIE00115176","2013-06-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  275",",,E","  103",",,E"
"SIE00115176","2013-06-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    5",",,E","  294",",,E","  129",",,E"
"SIE00115176","2013-06-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  304",",,E","  159",",,E"
"SIE00115176","2013-06-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  323",",,E","  164",",,E"
"SIE00115176","2013-06-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  329",",,E","  178",",,E"
"SIE00115176","2013-06-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  334",",,E","  186",",,E"
"SIE00115176","2013-06-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  339",",,E","  177",",,E"
"SIE00115176","2013-06-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  317",",,E","  188",",,E"
"SIE00115176","2013-06-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  309",",,E","  143",",,E"
"SIE00115176","2013-06-23","46.2","15.2","242.0","CELJE MEDLOG, SI","  113",",,E","  285",",,E","  150",",,E"
"SIE00115176","2013-06-24","46.2","15.2","242.0","CELJE MEDLOG, SI","  110",",,E","  194",",,E","  113",",,E"
"SIE00115176","2013-06-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  224",",,E","  113",",,E"
"SIE00115176","2013-06-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  222",",,E","   87",",,E"
"SIE00115176","2013-06-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  198",",,E","  116",",,E"
"SIE00115176","2013-06-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  204",",,E","   66",",,E"
"SIE00115176","2013-06-29","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  233",",,E","  105",",,E"
"SIE00115176","2013-06-30","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  247",",,E","  123",",,E"
"SIE00115176","2013-07-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  251",",,E","   85",",,E"
"SIE00115176","2013-07-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  281",",,E","  105",",,E"
"SIE00115176","2013-07-03","46.2","15.2","242.0","CELJE MEDLOG, SI","  266",",,E","  295",",,E","  115",",,E"
"SIE00115176","2013-07-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  287",",,E","  128",",,E"
"SIE00115176","2013-07-05","46.2","15.2","242.0","CELJE MEDLOG, SI","  126",",,E","  282",",,E","  137",",,E"
"SIE00115176","2013-07-06","46.2","15.2","242.0","CELJE MEDLOG, SI","   80",",,E","  265",",,E","  148",",,E"
"SIE00115176","2013-07-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    7",",,E","  276",",,E","  160",",,E"
"SIE00115176","2013-07-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  279",",,E","  165",",,E"
"SIE00115176","2013-07-09","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  287",",,E","  133",",,E"
"SIE00115176","2013-07-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  296",",,E","  141",",,E"
"SIE00115176","2013-07-11","46.2","15.2","242.0","CELJE MEDLOG, SI","   26",",,E","  255",",,E","  172",",,E"
"SIE00115176","2013-07-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  246",",,E","  134",",,E"
"SIE00115176","2013-07-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    2",",,E","  273",",,E","  133",",,E"
"SIE00115176","2013-07-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  275",",,E","  136",",,E"
"SIE00115176","2013-07-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  292",",,E","  121",",,E"
"SIE00115176","2013-07-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  269",",,E","  120",",,E"
"SIE00115176","2013-07-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  292",",,E","  107",",,E"
"SIE00115176","2013-07-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  295",",,E","  118",",,E"
"SIE00115176","2013-07-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  305",",,E","  126",",,E"
"SIE00115176","2013-07-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  315",",,E","  135",",,E"
"SIE00115176","2013-07-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  292",",,E","  180",",,E"
"SIE00115176","2013-07-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  310",",,E","  114",",,E"
"SIE00115176","2013-07-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  330",",,E","  128",",,E"
"SIE00115176","2013-07-24","46.2","15.2","242.0","CELJE MEDLOG, SI","   60",",,E","  320",",,E","  145",",,E"
"SIE00115176","2013-07-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  313",",,E","  163",",,E"
"SIE00115176","2013-07-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  332",",,E","  160",",,E"
"SIE00115176","2013-07-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  360",",,E","  165",",,E"
"SIE00115176","2013-07-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  365",",,E","  180",",,E"
"SIE00115176","2013-07-29","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  362",",,E","  210",",,E"
"SIE00115176","2013-07-30","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  295",",,E","  165",",,E"
"SIE00115176","2013-07-31","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  320",",,E","  109",",,E"
"SIE00115176","2013-08-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  316",",,E","  125",",,E"
"SIE00115176","2013-08-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  360",",,E","  139",",,E"
"SIE00115176","2013-08-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  385",",,E","  145",",,E"
"SIE00115176","2013-08-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  373",",,E","  175",",,E"
"SIE00115176","2013-08-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  356",",,E","  178",",,E"
"SIE00115176","2013-08-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  378",",,E","  175",",,E"
"SIE00115176","2013-08-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  376",",,E","  163",",,E"
"SIE00115176","2013-08-08","46.2","15.2","242.0","CELJE MEDLOG, SI","   12",",,E","  397",",,E","  159",",,E"
"SIE00115176","2013-08-09","46.2","15.2","242.0","CELJE MEDLOG, SI","   45",",,E","  307",",,E","  183",",,E"
"SIE00115176","2013-08-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  284",",,E","  166",",,E"
"SIE00115176","2013-08-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  296",",,E","  115",",,E"
"SIE00115176","2013-08-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  306",",,E","  112",",,E"
"SIE00115176","2013-08-13","46.2","15.2","242.0","CELJE MEDLOG, SI","   71",",,E","  322",",,E","  118",",,E"
"SIE00115176","2013-08-14","46.2","15.2","242.0","CELJE MEDLOG, SI","   73",",,E","  190",",,E","  145",",,E"
"SIE00115176","2013-08-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  256",",,E","  106",",,E"
"SIE00115176","2013-08-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  273",",,E","   84",",,E"
"SIE00115176","2013-08-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  304",",,E","   94",",,E"
"SIE00115176","2013-08-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  320",",,E","  114",",,E"
"SIE00115176","2013-08-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  324",",,E","  122",",,E"
"SIE00115176","2013-08-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  242",",,E","  169",",,E"
"SIE00115176","2013-08-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  260",",,E","  128",",,E"
"SIE00115176","2013-08-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  257",",,E","  161",",,E"
"SIE00115176","2013-08-23","46.2","15.2","242.0","CELJE MEDLOG, SI","  185",",,E","  277",",,E","  112",",,E"
"SIE00115176","2013-08-24","46.2","15.2","242.0","CELJE MEDLOG, SI","   38",",,E","  238",",,E","  158",",,E"
"SIE00115176","2013-08-25","46.2","15.2","242.0","CELJE MEDLOG, SI","  152",",,E","  186",",,E","  154",",,E"
"SIE00115176","2013-08-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  207",",,E","  156",",,E"
"SIE00115176","2013-08-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  249",",,E","  159",",,E"
"SIE00115176","2013-08-28","46.2","15.2","242.0","CELJE MEDLOG, SI","  108",",,E","  218",",,E","  138",",,E"
"SIE00115176","2013-08-29","46.2","15.2","242.0","CELJE MEDLOG, SI","   18",",,E","  229",",,E","  103",",,E"
"SIE00115176","2013-08-30","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  248",",,E","   84",",,E"
"SIE00115176","2013-08-31","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  262",",,E","   82",",,E"
"SIE00115176","2013-09-01","46.2","15.2","242.0","CELJE MEDLOG, SI","   18",",,E","  260",",,E","  106",",,E"
"SIE00115176","2013-09-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    2",",,E","  204",",,E","  121",",,E"
"SIE00115176","2013-09-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  289",",,E","  115",",,E"
"SIE00115176","2013-09-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  265",",,E","  118",",,E"
"SIE00115176","2013-09-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  265",",,E","  135",",,E"
"SIE00115176","2013-09-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  266",",,E","  122",",,E"
"SIE00115176","2013-09-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  261",",,E","  105",",,E"
"SIE00115176","2013-09-08","46.2","15.2","242.0","CELJE MEDLOG, SI","   37",",,E","  261",",,E","  105",",,E"
"SIE00115176","2013-09-09","46.2","15.2","242.0","CELJE MEDLOG, SI","  196",",,E","  186",",,E","  145",",,E"
"SIE00115176","2013-09-10","46.2","15.2","242.0","CELJE MEDLOG, SI","  342",",,E","  191",",,E","  139",",,E"
"SIE00115176","2013-09-11","46.2","15.2","242.0","CELJE MEDLOG, SI","   54",",,E","  164",",,E","  111",",,E"
"SIE00115176","2013-09-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  185",",,E","  109",",,E"
"SIE00115176","2013-09-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  214",",,E","   69",",,E"
"SIE00115176","2013-09-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  233",",,E","   67",",,E"
"SIE00115176","2013-09-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  231",",,E","   89",",,E"
"SIE00115176","2013-09-16","46.2","15.2","242.0","CELJE MEDLOG, SI","  192",",,E","  240",",,E","  102",",,E"
"SIE00115176","2013-09-17","46.2","15.2","242.0","CELJE MEDLOG, SI","  117",",,E","  162",",,E","   77",",,E"
"SIE00115176","2013-09-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  198",",,E","   52",",,E"
"SIE00115176","2013-09-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  203",",,E","  113",",,E"
"SIE00115176","2013-09-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  218",",,E","  109",",,E"
"SIE00115176","2013-09-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  200",",,E","   74",",,E"
"SIE00115176","2013-09-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  211",",,E","   76",",,E"
"SIE00115176","2013-09-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  252",",,E","   53",",,E"
"SIE00115176","2013-09-24","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  245",",,E","   85",",,E"
"SIE00115176","2013-09-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  234",",,E","   94",",,E"
"SIE00115176","2013-09-26","46.2","15.2","242.0","CELJE MEDLOG, SI","   38",",,E","  246",",,E","   98",",,E"
"SIE00115176","2013-09-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","  160",",,E","  108",",,E"
"SIE00115176","2013-09-28","46.2","15.2","242.0","CELJE MEDLOG, SI","   53",",,E","  135",",,E","  104",",,E"
"SIE00115176","2013-09-29","46.2","15.2","242.0","CELJE MEDLOG, SI","  274",",,E","  126",",,E","   85",",,E"
"SIE00115176","2013-09-30","46.2","15.2","242.0","CELJE MEDLOG, SI","   16",",,E","   97",",,E","   82",",,E"
"SIE00115176","2013-10-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","  164",",,E","   81",",,E"
"SIE00115176","2013-10-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  152",",,E","   70",",,E"
"SIE00115176","2013-10-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  119",",,E","   16",",,E"
"SIE00115176","2013-10-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  120",",,E","   -5",",,E"
"SIE00115176","2013-10-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  105",",,E","    2",",,E"
"SIE00115176","2013-10-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","  140",",,E","   63",",,E"
"SIE00115176","2013-10-07","46.2","15.2","242.0","CELJE MEDLOG, SI","   16",",,E","  164",",,E","  113",",,E"
"SIE00115176","2013-10-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  180",",,E","  106",",,E"
"SIE00115176","2013-10-09","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  157",",,E","   76",",,E"
"SIE00115176","2013-10-10","46.2","15.2","242.0","CELJE MEDLOG, SI","  110",",,E","  186",",,E","   90",",,E"
"SIE00115176","2013-10-11","46.2","15.2","242.0","CELJE MEDLOG, SI","   95",",,E","  144",",,E","   92",",,E"
"SIE00115176","2013-10-12","46.2","15.2","242.0","CELJE MEDLOG, SI","  119",",,E","  110",",,E","   58",",,E"
"SIE00115176","2013-10-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  199",",,E","   64",",,E"
"SIE00115176","2013-10-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  183",",,E","   45",",,E"
"SIE00115176","2013-10-15","46.2","15.2","242.0","CELJE MEDLOG, SI","   36",",,E","  197",",,E","   50",",,E"
"SIE00115176","2013-10-16","46.2","15.2","242.0","CELJE MEDLOG, SI","   13",",,E","  172",",,E","   55",",,E"
"SIE00115176","2013-10-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  204",",,E","    1",",,E"
"SIE00115176","2013-10-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  210",",,E","   12",",,E"
"SIE00115176","2013-10-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  198",",,E","   23",",,E"
"SIE00115176","2013-10-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    3",",,E","  196",",,E","  116",",,E"
"SIE00115176","2013-10-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  208",",,E","  146",",,E"
"SIE00115176","2013-10-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  216",",,E","  116",",,E"
"SIE00115176","2013-10-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  219",",,E","  148",",,E"
"SIE00115176","2013-10-24","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  200",",,E","  121",",,E"
"SIE00115176","2013-10-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  223",",,E","   92",",,E"
"SIE00115176","2013-10-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  225",",,E","   96",",,E"
"SIE00115176","2013-10-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  208",",,E","   82",",,E"
"SIE00115176","2013-10-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  216",",,E","  136",",,E"
"SIE00115176","2013-10-29","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  228",",,E","  139",",,E"
"SIE00115176","2013-10-30","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  143",",,E","  109",",,E"
"SIE00115176","2013-10-31","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  154",",,E","  104",",,E"
"SIE00115176","2013-11-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  183",",,E","   40",",,E"
"SIE00115176","2013-11-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  173",",,E","   44",",,E"
"SIE00115176","2013-11-03","46.2","15.2","242.0","CELJE MEDLOG, SI","  269",",,E","  175",",,E","   92",",,E"
"SIE00115176","2013-11-04","46.2","15.2","242.0","CELJE MEDLOG, SI","  221",",,E","  103",",,E","   79",",,E"
"SIE00115176","2013-11-05","46.2","15.2","242.0","CELJE MEDLOG, SI","  181",",,E","  101",",,E","   60",",,E"
"SIE00115176","2013-11-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  113",",,E","   27",",,E"
"SIE00115176","2013-11-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  171",",,E","   18",",,E"
"SIE00115176","2013-11-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  168",",,E","   46",",,E"
"SIE00115176","2013-11-09","46.2","15.2","242.0","CELJE MEDLOG, SI","  447",",,E","  180",",,E","   76",",,E"
"SIE00115176","2013-11-10","46.2","15.2","242.0","CELJE MEDLOG, SI","  232",",,E","   90",",,E","   56",",,E"
"SIE00115176","2013-11-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  100",",,E","   60",",,E"
"SIE00115176","2013-11-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   83",",,E","   62",",,E"
"SIE00115176","2013-11-13","46.2","15.2","242.0","CELJE MEDLOG, SI","   19",",,E","   80",",,E","   67",",,E"
"SIE00115176","2013-11-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   77",",,E","   56",",,E"
"SIE00115176","2013-11-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   68",",,E","   52",",,E"
"SIE00115176","2013-11-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  109",",,E","   45",",,E"
"SIE00115176","2013-11-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  104",",,E","    8",",,E"
"SIE00115176","2013-11-18","46.2","15.2","242.0","CELJE MEDLOG, SI","   10",",,E","  117",",,E","   48",",,E"
"SIE00115176","2013-11-19","46.2","15.2","242.0","CELJE MEDLOG, SI","  101",",,E","   75",",,E","   60",",,E"
"SIE00115176","2013-11-20","46.2","15.2","242.0","CELJE MEDLOG, SI","  163",",,E","   86",",,E","   49",",,E"
"SIE00115176","2013-11-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    9",",,E","   95",",,E","   50",",,E"
"SIE00115176","2013-11-22","46.2","15.2","242.0","CELJE MEDLOG, SI","  240",",,E","   57",",,E","   22",",,E"
"SIE00115176","2013-11-23","46.2","15.2","242.0","CELJE MEDLOG, SI","  430",",,E","   85",",,E","   45",",,E"
"SIE00115176","2013-11-24","46.2","15.2","242.0","CELJE MEDLOG, SI","    4",",,E","   84",",,E","   60",",,E"
"SIE00115176","2013-11-25","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   74",",,E","   10",",,E"
"SIE00115176","2013-11-26","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   50",",,E","  -16",",,E"
"SIE00115176","2013-11-27","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   45",",,E","  -38",",,E"
"SIE00115176","2013-11-28","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   51",",,E","  -49",",,E"
"SIE00115176","2013-11-29","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   83",",,E","  -58",",,E"
"SIE00115176","2013-11-30","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   54",",,E","  -20",",,E"
"SIE00115176","2013-12-01","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   75",",,E","  -42",",,E"
"SIE00115176","2013-12-02","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   79",",,E","  -64",",,E"
"SIE00115176","2013-12-03","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   55",",,E","  -68",",,E"
"SIE00115176","2013-12-04","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   65",",,E","  -80",",,E"
"SIE00115176","2013-12-05","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   49",",,E","  -69",",,E"
"SIE00115176","2013-12-06","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   94",",,E","  -45",",,E"
"SIE00115176","2013-12-07","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   84",",,E","  -62",",,E"
"SIE00115176","2013-12-08","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   42",",,E","  -55",",,E"
"SIE00115176","2013-12-09","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   70",",,E","  -43",",,E"
"SIE00115176","2013-12-10","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  115",",,E","  -22",",,E"
"SIE00115176","2013-12-11","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   69",",,E","   28",",,E"
"SIE00115176","2013-12-12","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   76",",,E","  -22",",,E"
"SIE00115176","2013-12-13","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   14",",,E","  -43",",,E"
"SIE00115176","2013-12-14","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","    0",",,E","  -20",",,E"
"SIE00115176","2013-12-15","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   24",",,E","  -25",",,E"
"SIE00115176","2013-12-16","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   44",",,E","  -51",",,E"
"SIE00115176","2013-12-17","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  -20",",,E","  -36",",,E"
"SIE00115176","2013-12-18","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  -28",",,E","  -42",",,E"
"SIE00115176","2013-12-19","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","   93",",,E","  -65",",,E"
"SIE00115176","2013-12-20","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  122",",,E","   -2",",,E"
"SIE00115176","2013-12-21","46.2","15.2","242.0","CELJE MEDLOG, SI","    1",",,E","   68",",,E","   20",",,E"
"SIE00115176","2013-12-22","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  127",",,E","   -4",",,E"
"SIE00115176","2013-12-23","46.2","15.2","242.0","CELJE MEDLOG, SI","    0",",,E","  134",",,E","   -8",",,E"
"SIE00115176","2013-12-24","46.2","15.2","242.0","CELJE MEDLOG, SI","   10",",,E","  119",",,E","    6",",,E"
"SIE00115176","2013-12-25","46.2","15.2","242.0","CELJE MEDLOG, SI","   73",",,E","  136",",,E","   92",",,E"
